英単語,日本語意味,英語意味
hunting,狩猟,the pursuit and killing or capture of wild animals regarded as a sport
hurt,傷つい,any physical damage to the body caused by violence or accident or fracture etc.
husband,夫,a married man; a woman's partner in marriage
hypothesis,仮説,a proposal intended to explain certain facts or observations
I,私,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
ice,氷,water frozen in the solid state
idea,考え,the content of cognition; the main thing you are thinking about
ideal,理想的,the idea of something that is perfect; something that one hopes to attain
identification,識別,the act of designating or identifying something
identify,識別,recognize as being; establish the identity of someone or something
identity,身元,the distinct personality of an individual regarded as a persisting entity
ie,すなわち,a commercial browser
ignore,無視します,refuse to acknowledge
ill,病気で,an often persistent bodily disorder or disease; a cause for complaining
illegal,違法,prohibited by law or by official or accepted rules
illness,病気,impairment of normal physiological function affecting part or all of an organism
illustrate,説明,clarify by giving an example of
image,画像,an iconic mental representation
imagination,想像力,the formation of a mental image of something that is not perceived as real and is not present to the senses
imagine,想像します,form a mental image of something that is not present or that is not the case
immediate,即座,of the present time and place
immediately,直ちに,without delay or hesitation; with no time intervening
immigrant,移民,a person who comes to a country where they were not born in order to settle there
immigration,移民,migration into a place (especially migration to a country of which you are not a native in order to settle there)
impact,影響,the striking of one body against another
implement,インプリメント,instrumentation (a piece of equipment or tool) used to effect an end
implication,含意,something that is inferred (deduced or entailed or implied)
imply,暗示,express or state indirectly
importance,重要性,the quality of being important and worthy of note
important,重要,of great significance or value
impose,課す,compel to behave in a certain way
impossible,不可能な,something that cannot be done
impress,IMPRESS,the act of coercing someone into government service
impression,印象,a vague idea in which some confidence is placed
impressive,印象的,making a strong or vivid impression
improve,改善します,to make better
improvement,改善,a change for the better; progress in development
in,に,a unit of length equal to one twelfth of a foot
incentive,動機,a positive motivational influence
incident,インシデント,a single distinct event
