英単語,日本語意味,英語意味
intrusion,侵入,any entry into an area not previously occupied
invariable,不変,a quantity that does not vary
invariably,必ず,"without variation or change, in every case"
inventor,発明者,someone who is the first to think of or make something
investigate,調べます,investigate scientifically
investigator,求道者,a scientist who devotes himself to doing research
investment,投資,the act of investing; laying out money or capital in an enterprise with the expectation of profit
investor,投資家,someone who commits capital in order to gain financial returns
invisible,インビジブル,impossible or nearly impossible to see; imperceptible by the eye
invitingly,魅力的に,in a tantalizing manner
invoke,呼び出し,"summon into action or bring into existence, often as if by magic"
involvement,関与,the act of sharing in the activities of a group
ironically,皮肉に,contrary to plan or expectation
irrational,不合理,a real number that cannot be expressed as a rational number
irresistible,魅力的,impossible to resist; overpowering
irresistibly,いやおうなしに,incapable of being resisted
irresponsible,無責任な,showing lack of care for consequences
irritated,イライラしている,"cause annoyance in; disturb, especially by minor irritations"
irritating,刺激性,"cause annoyance in; disturb, especially by minor irritations"
irritation,刺激,the psychological state of being irritated or annoyed
islander,島民,an inhabitant of an island
issue,問題,an important question that is in dispute and must be settled
italicize,斜体,print in italics
itch,かゆみ,a contagious skin infection caused by the itch mite; characterized by persistent itching and skin irritation
jam,混雑する,preserve of crushed fruit
jaw,あご,the part of the skull of a vertebrate that frames the mouth and holds the teeth
jealously,嫉妬,with jealousy
jeopardize,危うく,pose a threat to; present a danger to
jeweler,宝石商,someone who makes jewelry
jog,ジョグ,a sharp change in direction
joint,ジョイント,(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)
journalism,ジャーナリズム,newspapers and magazines collectively
judo,柔道,a sport adapted from jujitsu (using principles of not resisting) and similar to wrestling; developed in Japan
jump,ジャンプ,a sudden and decisive increase
juror,陪審員,someone who serves (or waits to be called to serve) on a jury
jury,陪審,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law
justify,正当化,show to be reasonable or provide adequate ground for
kangaroo,カンガルー,any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail
karaoke,カラオケ,singing popular songs accompanied by a recording of an orchestra (usually in bars or nightclubs)
keen,熱心,a funeral lament sung with loud wailing
keeper,キーパー,someone in charge of other people
kerosene,灯油,a flammable hydrocarbon oil used as fuel in lamps and heaters
keystroke,キーストローク,the stroke of a key; one depression of a key on a keyboard
kneel,ひざまずきます,supporting yourself on your knees
knot,結び目,a tight cluster of people or things
knowingly,故意,with full knowledge and deliberation
known,知られています,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about
label,ラベル,a brief description given for purposes of identification
laborer,労働者,someone who works with their hands; someone engaged in manual labor
lack,欠如,the state of needing something that is absent or unavailable
lame,ラメ,someone who doesn't understand what is going on
lance,ランス,a long pointed rod used as a tool or weapon
landing,着陸,an intermediate platform in a staircase
landlady,女将,a landlord who is a woman
landslide,土砂崩れ,an overwhelming electoral victory
lap,ラップ,the upper side of the thighs of a seated person
laptop,ノートパソコン,a portable computer small enough to use in your lap
lark,ひばり,North American songbirds having a yellow breast
laser,レーザ,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light
lastly,最後に,the item at the end
last-minute,ぎりぎり,just before a deadline; at the last minute
